pangene	baseMean	log2FoldChange	lfcSE	pvalue	padj	Pangenome Class	COG	Description	Enzyme Class	KEGG Orthology	KEGG Pathway	KEGG Reaction	Resistance Product	Resistance	Metabolism
cluster_1523	209.97014669699763	0.7100001409141024	0.39884934708440395	0.05294172959713318	0.09186183489769595	dispensable	EGP	of the major facilitator superfamily	-	MFS transporter, DHA2 family, multidrug resistance protein[K18935]	-	-	-	-	-
cluster_15233	38.112787115840526	1.8361292016596182	1.045827634218505	0.010072747715607313	0.02251667058673981	unique	-	-	-	-	-	-	-	-	-
cluster_15234	102.90611262567896	1.010367084559777	0.33714996825026505	0.0017121212729688104	0.004705350426576461	unique	-	-	-	-	-	-	-	-	-
cluster_15235	38.55461677244148	0.9349596411891524	0.8225557331426336	0.13218244323455858	0.2021464453692769	unique	-	-	-	-	-	-	-	-	-
cluster_15238	61.09802509446596	0.08043864361420813	0.5011227687602288	0.855981532895746	0.8940802408189462	unique	-	-	-	-	-	-	-	-	-
cluster_1524	2280.462915969623	-0.4735047283726272	0.30726161472405417	0.09650910737817085	0.15402539454397632	dispensable	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	-	hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family[K03296]; copper/silver efflux system protein[K07787]	Two-component system[map02020]	-	-	-	-
cluster_1525	146.68921821258402	1.5408837151441266	0.46180835923112934	2.889815083948722e-4	9.303509835483045e-4	dispensable	-	-	-	-	-	-	-	-	-
cluster_1526	123.70467366006929	0.4910117022729002	0.44882589992364974	0.22282882980529706	0.31337764757070047	dispensable	EP	ABC-type dipeptide oligopeptide nickel transport system	ABC-type Ni(2+) transporter[3.6.3.24]	peptide/nickel transport system ATP-binding protein[K02031]; peptide/nickel transport system ATP-binding protein[K02032]; oligopeptide transport system ATP-binding protein[K10823]; oligopeptide transport system ATP-binding protein[K15583]; nickel transport system ATP-binding protein[K15587]	beta-Lactam resistance[map01501]; ABC transporters[map02010]; Quorum sensing[map02024]	-	-	-	-
cluster_1527	157.97831242699326	-0.861291021413564	0.6452884983603879	0.11050935762681086	0.17367314643818646	dispensable	S	Hydrolase	-	putative hydrolase of the HAD superfamily[K07025]	-	-	-	-	-
cluster_15274	20.18638315675598	-1.1134666959000696	0.6404738052826393	0.03922881123399797	0.07060742508142992	unique	F	Peptidase dimerisation domain	-	N-acetylcysteine deacetylase[K21613]	-	-	-	-	-
cluster_1528	355.35401070974456	-4.286414317325756	0.9834381368795005	9.610726507086702e-8	5.213041430760487e-7	dispensable	H	Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domain of GcvH, an intermediate carrier during protein lipoylation	Lipoate--protein ligase[6.3.1.20]	lipoate---protein ligase[K03800]	Lipoic acid metabolism[map00785]; Metabolic pathways[map01100]	ATP + (R)-Lipoate <=> Diphosphate + Lipoyl-AMP[R07770]; Lipoyl-AMP + [Lipoyl-carrier protein]-L-lysine <=> Protein N6-(lipoyl)lysine + AMP[R07771]; ATP + (R)-Lipoate + [Lipoyl-carrier protein]-L-lysine <=> Protein N6-(lipoyl)lysine + AMP + Diphosphate[R11143]	-	-	-
cluster_1529	289.3667239532938	-1.632978709787772	0.4561674037392272	1.0328977491805906e-4	3.629962950762694e-4	dispensable	M	Glycosyl transferase 1 domain A	Poly(glycerol-phosphate) alpha-glucosyltransferase[2.4.1.52]	poly(glycerol-phosphate) alpha-glucosyltransferase[K00712]; UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase[K02840]	Lipopolysaccharide biosynthesis[map00540]; Metabolic pathways[map01100]	-	-	-	-
cluster_15294	8.211855682706931	-0.16029587181834548	0.6849659567817526	0.7735939817813479	0.8262741489405607	unique	-	-	-	-	-	-	-	-	-
cluster_153	976.7501381606282	0.9313794964088319	0.2281864268449314	3.186396401405657e-5	1.229755896009165e-4	core	J	Ribosomal protein L31	-	large subunit ribosomal protein L31[K02909]	Ribosome[map03010]	-	-	-	-
cluster_1530	357.17729383944044	3.5412184285228845	0.8092596281347353	5.416833853727946e-8	3.0472083021678054e-7	dispensable	C	oxidase, subunit	Ubiquinol oxidase (electrogenic, proton-motive force generating)[1.10.3.14]	cytochrome bd ubiquinol oxidase subunit I[K00425]	Oxidative phosphorylation[map00190]; Metabolic pathways[map01100]; Two-component system[map02020]	2 Ubiquinol + Oxygen + 4 H+ <=> 2 Ubiquinone + 2 H2O + 4 H+[R11325]	-	-	-
cluster_15304	645.6761768413425	-1.2435133225827388	0.45723391973179084	0.003120738895133111	0.008071838052074594	unique	-	-	-	-	-	-	-	-	-
cluster_1531	2162.6773236384442	1.2027475146784319	0.2589435309677224	1.929259445507959e-6	8.9675358751786e-6	dispensable	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	-	RNA polymerase sigma-B factor[K03090]; RNA polymerase sporulation-specific sigma factor[K03091]; RNA polymerase sigma factor[K03093]	-	-	-	-	-
cluster_15316	246.75042531101192	2.213571684131741	0.4621250757002536	1.499046156452451e-7	7.928509903894691e-7	unique	-	-	-	-	-	-	-	-	-
cluster_1532	208.29384660688567	0.9262125941362681	0.5603777783928897	0.05806056534904847	0.09912323864416639	dispensable	-	-	-	ABC-2 type transport system permease protein[K01992]	-	-	-	-	-
cluster_15321	235.37936465536683	-1.8832577176451417	0.9132465734173157	0.00495712462334394	0.012030095122505415	unique	-	-	-	-	-	-	-	-	-
cluster_15326	31.049994769084943	0.6980422932252986	0.6467105748515511	0.19520332934674614	0.28072601654925006	unique	-	-	-	-	-	-	-	-	-
cluster_1533	81.35738288427841	4.674203062918594	0.7248701940216223	2.2466105890973405e-12	1.9870022543572034e-11	dispensable	T	Catalyzes the reduction of arsenate As(V) to arsenite As(III)	Arsenate reductase (glutathione/glutaredoxin)[1.20.4.1]	arsenate reductase (thioredoxin)[K03741]	-	-	arsenic resistance protein	Metal: Arsenic resistance	Other Cycle: Arsenate reduction
cluster_15336	42.18252118451451	6.866845420164392	0.9643953903024306	5.153095210741054e-13	4.854276671893348e-12	unique	-	-	-	-	-	-	-	-	-
cluster_15338	1305.1416663483596	5.9558206424738005	0.3899125833777993	6.655378821519564e-53	2.119072616771829e-50	unique	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release	-	large subunit ribosomal protein L1[K02863]	Ribosome[map03010]	-	-	-	-
cluster_15339	952.8077356229473	-0.013394820043223718	0.41478059553147767	0.9716156833001317	0.979304949549737	unique	-	-	-	-	-	-	-	-	-
cluster_1534	16058.418593217877	1.4393035449634262	0.3433764243664333	1.1723630690811115e-5	4.841509743131335e-5	dispensable	M	Belongs to the BCCT transporter (TC 2.A.15) family	-	glycine betaine transporter[K05020]	-	-	-	-	-
cluster_15343	3141.921172790507	2.3874906114586327	0.4369242990931492	2.5590453402432508e-9	1.6904565069158733e-8	unique	-	-	-	-	-	-	-	-	-
cluster_15345	248.5950026099931	0.1310299138475817	0.8735135839492347	0.8333915682861093	0.8770113831580291	unique	-	-	-	-	-	-	-	-	-
cluster_1535	182.98920834364912	0.7173941937015949	0.5913091195644579	0.1562265973312365	0.23297452585256473	dispensable	V	ABC transporter, ATP-binding protein	-	putative ABC transport system ATP-binding protein[K02003]; bacitracin transport system ATP-binding protein[K19083]	ABC transporters[map02010]; Two-component system[map02020]	-	-	-	-
cluster_1536	343.76353197705896	0.9039966343774097	0.542301220269743	0.05774353159793694	0.09883561422631995	dispensable	S	Glyoxalase bleomycin resistance protein dioxygenase superfamily protein	Catechol 2,3-dioxygenase[1.13.11.2]	catechol 2,3-dioxygenase[K07104]	Chlorocyclohexane and chlorobenzene degradation[map00361]; Benzoate degradation[map00362]; Xylene degradation[map00622]; Styrene degradation[map00643]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120]; Degradation of aromatic compounds[map01220]	Catechol + Oxygen <=> 2-Hydroxymuconate semialdehyde[R00816]; 2,3-Dihydroxytoluene + Oxygen <=> 2-Hydroxy-6-keto-2,4-heptadienoate[R04089]; 4-Methylcatechol + Oxygen <=> 2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde[R05295]; 3-Vinylcatechol + Oxygen <=> 2-Hydroxy-6-oxoocta-2,4,7-trienoate[R05404]; 4-Chlorocatechol + Oxygen <=> 5-Chloro-2-hydroxymuconic semialdehyde[R05406]; 3-Sulfocatechol + Oxygen + H2O <=> 2-Hydroxymuconate + Sulfite[R07795]	-	-	-
cluster_1537	309.016501280412	-0.6337878135126512	0.9398261258145244	0.32506045843525533	0.42192927014180714	dispensable	E	ABC transporter substrate-binding protein	-	peptide/nickel transport system substrate-binding protein[K02035]; oligopeptide transport system substrate-binding protein[K15580]	beta-Lactam resistance[map01501]; ABC transporters[map02010]; Quorum sensing[map02024]	-	-	-	-
cluster_15373	36.130260077583976	-0.9871003589233835	0.7392412499339265	0.0935915984461272	0.15012375287278037	unique	-	-	-	-	-	-	-	-	-
cluster_15374	517.7830961825441	4.474144784921501	0.6769667686506332	4.576421826121392e-13	4.349649878916571e-12	unique	E	Catalyzes the specific phosphorylation of arginine residues in proteins	Protein arginine kinase[2.7.14.1]; Creatine kinase[2.7.3.2]; Arginine kinase[2.7.3.3]	creatine kinase[K00933]; arginine kinase[K00934]; protein arginine kinase[K19405]	Arginine and proline metabolism[map00330]; Metabolic pathways[map01100]	ATP + L-Arginine <=> ADP + L-Arginine phosphate[R00554]; ATP + Creatine <=> ADP + Phosphocreatine[R01881]; ATP + Protein-L-arginine <=> ADP + Protein N(omega)-phospho-L-arginine[R11090]	-	-	-
cluster_15378	142.53989829936373	10.548400468901564	1.7199944519058186	2.582743834037329e-10	1.873224685096778e-9	unique	J	Belongs to the class-I aminoacyl-tRNA synthetase family	Cysteine--tRNA ligase[6.1.1.16]; L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase[6.3.1.13]	cysteinyl-tRNA synthetase[K01883]; L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase[K15526]	Aminoacyl-tRNA biosynthesis[map00970]	ATP + L-Cysteine + tRNA(Cys) <=> AMP + Diphosphate + L-Cysteinyl-tRNA(Cys)[R03650]	-	-	-
cluster_1538	511.4318822811207	-1.7759134258152325	0.48369819718802953	5.595483627444031e-5	2.0710384664057922e-4	dispensable	S	membrane-bound metal-dependent	-	inner membrane protein[K07038]	-	-	-	-	-
cluster_15380	138.81347202513913	0.23142291591658273	0.49436707105324784	0.597049214971253	0.6813636919241826	unique	J	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)	Isoleucine--tRNA ligase[6.1.1.5]	isoleucyl-tRNA synthetase[K01870]	Aminoacyl-tRNA biosynthesis[map00970]	ATP + L-Isoleucine + tRNA(Ile) <=> AMP + Diphosphate + L-Isoleucyl-tRNA(Ile)[R03656]	-	-	-
cluster_1539	438.58433106136636	0.2204792051082026	0.467447165197229	0.5973775745869974	0.6814941588982442	dispensable	F	ComE operon protein 2	dCMP deaminase[3.5.4.12]	dCMP deaminase[K01493]	Pyrimidine metabolism[map00240]; Metabolic pathways[map01100]	dCMP + H2O <=> dUMP + Ammonia[R01663]	-	-	-
cluster_154	8398.173340938616	0.5838520855206885	0.3868193244246756	0.09938938081395061	0.15799090789396844	core	C	Produces ATP from ADP in the presence of a proton gradient across the membrane	-	F-type H+-transporting ATPase subunit epsilon[K02114]	Oxidative phosphorylation[map00190]; Photosynthesis[map00195]; Metabolic pathways[map01100]	-	-	-	-
cluster_1540	17.091753751471916	-0.22375405908214707	0.787804518704947	0.7094204882952733	0.7709197388164335	dispensable	E	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate	Tryptophan synthase[4.2.1.20]	tryptophan synthase alpha chain[K01695]	Glycine, serine and threonine metabolism[map00260]; Phenylalanine, tyrosine and tryptophan biosynthesis[map00400]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Biosynthesis of amino acids[map01230]	L-Serine + Indole <=> L-Tryptophan + H2O[R00674]; Indoleglycerol phosphate <=> Indole + D-Glyceraldehyde 3-phosphate[R02340]; L-Serine + Indoleglycerol phosphate <=> L-Tryptophan + D-Glyceraldehyde 3-phosphate + H2O[R02722]	-	-	-
cluster_15408	70.42317353601472	-0.039159915937682026	0.3534292517734979	0.9040523093161018	0.9294486770624696	unique	-	-	-	-	-	-	-	-	-
cluster_1541	25.924900582712176	-0.13078976730104172	0.869706424853168	0.8334913459284534	0.8770113831580291	dispensable	E	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine	Tryptophan synthase[4.2.1.20]; Phosphoribosylanthranilate isomerase[5.3.1.24]	tryptophan synthase beta chain[K01696]; phosphoribosylanthranilate isomerase[K01817]	Glycine, serine and threonine metabolism[map00260]; Phenylalanine, tyrosine and tryptophan biosynthesis[map00400]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Biosynthesis of amino acids[map01230]	L-Serine + Indole <=> L-Tryptophan + H2O[R00674]; Indoleglycerol phosphate <=> Indole + D-Glyceraldehyde 3-phosphate[R02340]; L-Serine + Indoleglycerol phosphate <=> L-Tryptophan + D-Glyceraldehyde 3-phosphate + H2O[R02722]; N-(5-Phospho-D-ribosyl)anthranilate <=> 1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate[R03509]	-	-	-
cluster_15410	25.52582914251747	-0.17862044620595685	0.44862656542386614	0.6575793379899388	0.72977783623561	unique	-	-	-	-	-	-	-	-	-
cluster_15415	16.111307304624678	-0.23036123995836782	0.6688289767326095	0.674810514174806	0.7426881013247778	unique	-	-	-	-	-	-	-	-	-
cluster_15418	2465.326491978271	1.9357649643039405	0.6755394656583878	5.851586615604214e-4	0.001784621818398833	unique	J	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome	-	large subunit ribosomal protein L22[K02890]	Ribosome[map03010]	-	-	-	-
cluster_1542	61.89111699606685	1.8857608043159784	0.7608772986551599	0.0018787486052335134	0.005112765435097015	dispensable	E	LysE type translocator	-	-	-	-	-	-	-
cluster_1543	77.47490450817328	-1.0601933611804246	0.662939666067211	0.0546917834926599	0.09438408598408082	dispensable	K	Member of the two-component regulatory system LytR LytS that probably regulates genes involved in cell wall metabolism	-	two-component system, LytTR family, response regulator[K02477]; two-component system, LytTR family, response regulator LytT[K07705]	Two-component system[map02020]	-	-	-	-
cluster_1544	375.70488020487073	-2.433357307514938	1.2697527766258625	0.002601837457231449	0.006869196072823328	dispensable	D	Di-iron-containing protein involved in the repair of iron-sulfur clusters	-	regulator of cell morphogenesis and NO signaling[K07322]	-	-	-	-	-
cluster_1545	63.03159820934127	0.507567477264323	0.9875600032031507	0.4320646788562195	0.5305414336591604	dispensable	-	-	-	-	-	-	-	-	-
cluster_1546	3155.8284534890054	-0.35785344960738735	0.37364007805037236	0.29323463262472366	0.3906523306598829	dispensable	D	Belongs to the FtsK SpoIIIE SftA family	-	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family[K03466]	-	-	-	-	-
cluster_1547	763.902359108792	-4.157565534777372	1.5885467320115223	1.0838149382393272e-4	3.783845135256599e-4	dispensable	G	Belongs to the glycosyl hydrolase 1 family	Beta-glucosidase[3.2.1.21]; 6-phospho-beta-galactosidase[3.2.1.85]	6-phospho-beta-galactosidase[K01220]; beta-glucosidase[K05350]	Galactose metabolism[map00052]; Cyanoamino acid metabolism[map00460]; Starch and sucrose metabolism[map00500]; Phenylpropanoid biosynthesis[map00940]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]	Cellobiose + H2O <=> 2 beta-D-Glucose[R00026]; Prunasin + H2O <=> Mandelonitrile + D-Glucose[R02558]; Cellodextrin + (n-2) H2O <=> (n-2) D-Glucose + Cellobiose[R02887]; Prunasin + D-Glucose <=> Amygdalin + H2O[R02985]; Lactose 6'-phosphate + H2O <=> beta-D-Glucose + D-Galactose 6-phosphate[R03256]; beta-D-Glucoside + H2O <=> D-Glucose + ROH[R03527]; Cyanoglycoside + H2O <=> Cyanohydrin + D-Glucose[R04949]; cis-beta-D-Glucosyl-2-hydroxycinnamate + H2O <=> cis-2-Hydroxycinnamate + D-Glucose[R04998]; Dhurrin + H2O <=> (S)-4-Hydroxymandelonitrile + beta-D-Glucose[R10035]; Lotaustralin + H2O <=> (2R)-2-Hydroxy-2-methylbutanenitrile + beta-D-Glucose[R10039]; Linamarin + H2O <=> Acetone cyanohydrin + beta-D-Glucose[R10040]	-	-	-
cluster_1548	96.32938219556029	0.06316943641781719	0.7122649756413939	0.911772655235351	0.9358749626916048	dispensable	K	response regulator ArlR	-	two-component system, OmpR family, response regulator ArlR[K18941]	Two-component system[map02020]	-	mDR regulator	Drug: Multi-drug resistance	-
cluster_1549	31.016910790860546	0.1170884932614377	0.4387279200638184	0.7671525440426821	0.821046621926689	dispensable	-	-	-	-	-	-	-	-	-
cluster_155	914.8826612303981	-0.3597571137449348	0.2234319938955825	0.08360158556171474	0.1360181136578946	core	J	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs	23S rRNA (adenine(2503)-C(2))-methyltransferase[2.1.1.192]	23S rRNA (adenine2503-C2)-methyltransferase[K06941]	-	-	-	-	-
cluster_1550	6.244913699797253	-1.1074131637461728	0.9790312723561694	0.0979241127477233	0.1558951874943755	dispensable	S	Branched-chain amino acid transport protein (AzlD)	-	-	-	-	-	-	-
cluster_1551	792.9267298358956	-0.8221320391887496	0.43310954372505756	0.03792889882980349	0.06858843743173876	dispensable	S	Protein of unknown function (DUF2992)	-	-	-	-	-	-	-
cluster_1552	1210.2618886752127	-2.0517919583682382	0.45775314787596916	1.0006790137529591e-6	4.820214795445419e-6	dispensable	S	Transglycosylase associated protein	-	-	-	-	-	-	-
cluster_1553	130.72101076651455	-0.9454147303244099	1.1255314548650444	0.16806146549447967	0.24784979441149757	dispensable	U	Part of the accessory SecA2 SecY2 system specifically required for export of	-	preprotein translocase subunit SecY[K03076]	Quorum sensing[map02024]; Protein export[map03060]; Bacterial secretion system[map03070]	-	-	-	-
cluster_1554	134.94891389207666	0.0879187455195991	0.6546705857153203	0.8710126233170454	0.904240036726923	dispensable	-	-	-	-	-	-	-	-	-
cluster_1555	162.60002532866923	-1.7141484648366925	0.760635631437218	0.004674121502189776	0.011448002202286343	dispensable	E	Ornithine cyclodeaminase	Ornithine cyclodeaminase[4.3.1.12]	ornithine cyclodeaminase[K01750]	Arginine and proline metabolism[map00330]; Biosynthesis of secondary metabolites[map01110]; Biosynthesis of amino acids[map01230]	L-Ornithine <=> L-Proline + Ammonia[R00671]	-	-	-
cluster_15555	134.66827895916285	-0.15574915813109588	0.4319135864753364	0.6894782688309478	0.755436616640653	unique	C	nitrate reductase, gamma subunit	Nitrate reductase (quinone)[1.7.5.1]	nitrate reductase gamma subunit[K00374]; MFS transporter, NNP family, nitrate/nitrite transporter[K02575]	Nitrogen metabolism[map00910]; Microbial metabolism in diverse environments[map01120]; Two-component system[map02020]	Nitrite + Acceptor + H2O <=> Nitrate + Reduced acceptor[R00798]; 2 Ferricytochrome c + Nitrite + H2O <=> Nitrate + 2 Ferrocytochrome c + 2 H+[R01106]; Nitrate + Hydroquinone <=> Nitrite + Quinone + H2O[R09497]	-	-	-
cluster_1556	28.021706611511732	0.5295155009680146	0.8820344117199491	0.40071353217744293	0.49975397040853053	dispensable	-	-	-	-	-	-	-	-	-
cluster_15562	179.70748621870104	-0.4234187386986183	1.017203678084433	0.5115941399599229	0.6068985624561828	unique	NU	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase[3.2.1.96]; N-acetylmuramoyl-L-alanine amidase[3.5.1.28]	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase[K01227]; peptidoglycan hydrolase FlgJ[K02395]; N-acetylmuramoyl-L-alanine amidase[K22409]	Other glycan degradation[map00511]	-	-	-	-
cluster_1557	666.8650226061317	-0.09941668179443491	0.45134276529728035	0.806302833612055	0.853763958171195	dispensable	-	-	-	-	-	-	-	-	-
cluster_15573	34.9247560280097	-0.023185801019016853	0.43030044809145324	0.9524686261214134	0.9636670179760345	unique	-	-	-	-	-	-	-	-	-
cluster_15574	48.31929339084266	0.7598541005836171	0.3088890495078789	0.009870567545359529	0.022116739665323532	unique	-	-	-	-	-	-	-	-	-
cluster_1558	772.7765489958541	1.582626699297329	0.44575535309522535	1.2545635714349896e-4	4.318411255620548e-4	dispensable	V	Methicillin resistance	Lipid II:glycine glycyltransferase[2.3.2.16]; N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-(N(6)-glycyl)-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine:glycine glycyltransferase[2.3.2.17]; N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-(N(6)-triglycine)-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine:glycine glycyltransferase[2.3.2.18]	peptidoglycan pentaglycine glycine transferase (the first glycine)[K11693]; peptidoglycan pentaglycine glycine transferase (the second and third glycine)[K11694]; peptidoglycan pentaglycine glycine transferase (the fourth and fifth glycine)[K11695]; alanine adding enzyme[K12554]	Peptidoglycan biosynthesis[map00550]; Metabolic pathways[map01100]	Glycyl-tRNA(Gly) + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine <=> tRNA(Gly) + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)-D-alanyl-D-alanine[R08776]; 2 Glycyl-tRNA(Gly) + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)-D-alanyl-D-alanine <=> 2 tRNA(Gly) + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)3-D-alanyl-D-alanine[R08777]; 2 Glycyl-tRNA(Gly) + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)3-D-alanyl-D-alanine <=> 2 tRNA(Gly) + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)5-D-alanyl-D-alanine[R08778]; L-Alanyl-tRNA + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl)-D-alanyl-D-alanine <=> tRNA(Ala) + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl-L-alanyl)-D-alanyl-D-alanine[R08780]	-	-	-
cluster_1559	72.14275345116083	-0.3872457977974812	0.5352583333226671	0.40693873336154457	0.5051434413345646	dispensable	M	Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell	-	large conductance mechanosensitive channel[K03282]	-	-	-	-	-
cluster_156	9517.073762048953	1.2083138681368861	0.43356203620728334	0.002673686976257141	0.007023943343566614	core	J	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity	-	large subunit ribosomal protein L2[K02886]	Ribosome[map03010]	-	-	-	-
cluster_1560	23.73119036732541	-0.7817155475132992	0.6240710235278788	0.13768430525968373	0.20905428132896187	dispensable	K	helix_turn_helix ASNC type	-	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein[K03719]	-	-	-	-	-
cluster_1561	405.44282019064474	3.4021253202119635	0.7910756742459629	8.473840698403504e-8	4.643839721810113e-7	dispensable	J	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA	Peptide chain release factor N(5)-glutamine methyltransferase[2.1.1.297]; tRNA (guanine(46)-N(7))-methyltransferase[2.1.1.33]	release factor glutamine methyltransferase[K02493]; tRNA (guanine-N7-)-methyltransferase[K03439]	-	Protein glutamine + S-Adenosyl-L-methionine <=> Protein N5-methyl-L-glutamine + S-Adenosyl-L-homocysteine[R10806]	-	-	-
cluster_1562	545.6407390399693	0.8383468458945855	0.7669863523662048	0.1614025298367496	0.23958305594415422	dispensable	S	zinc-ribbon domain	-	membrane-associated protein TcaA[K21463]	-	-	-	-	-
cluster_1563	246.92866002487696	-3.529681129602402	1.3198052483233975	8.603079433466532e-5	3.0708749906006096e-4	dispensable	M	An N-acetylglucosaminyl transferase that is part of the accessory SecA2 SecY2 system specifically required to export serine-rich repeat cell wall proteins usually encoded upstream in the same operon	Poly(glycerol-phosphate) alpha-glucosyltransferase[2.4.1.52]	poly(glycerol-phosphate) alpha-glucosyltransferase[K00712]	-	-	-	-	-
cluster_1564	1081.923353087171	-0.9044872279065074	1.0062470136540826	0.17435449131374378	0.2551216453781986	dispensable	C	Belongs to the zinc-containing alcohol dehydrogenase family. Quinone oxidoreductase subfamily	Alcohol dehydrogenase[1.1.1.1]; NADPH:quinone reductase[1.6.5.5]	alcohol dehydrogenase[K00001]; NADPH:quinone reductase[K00344]	Glycolysis / Gluconeogenesis[map00010]; Fatty acid degradation[map00071]; Tyrosine metabolism[map00350]; Chloroalkane and chloroalkene degradation[map00625]; Naphthalene degradation[map00626]; Retinol metabolism[map00830]; Metabolism of xenobiotics by cytochrome P450[map00980]; Drug metabolism - cytochrome P450[map00982]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Degradation of aromatic compounds[map01220]	Primary alcohol + NAD+ <=> Aldehyde + NADH + H+[R00623]; Ethanol + NAD+ <=> Acetaldehyde + NADH + H+[R00754]; Retinol + NAD+ <=> Retinal + NADH + H+[R02124]; 3alpha,7alpha,26-Trihydroxy-5beta-cholestane + NAD+ <=> 3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al + NADH + H+[R04805]; 3,4-Dihydroxyphenylethyleneglycol + NAD+ <=> 3,4-Dihydroxymandelaldehyde + NADH + H+[R04880]; trans-3-Chloro-2-propene-1-ol + NAD+ <=> trans-3-Chloroallyl aldehyde + NADH + H+[R05233]; cis-3-Chloro-2-propene-1-ol + NAD+ <=> cis-3-Chloroallyl aldehyde + NADH + H+[R05234]; 1-Hydroxymethylnaphthalene + NAD+ <=> 1-Naphthaldehyde + NADH + H+[R06917]; (2-Naphthyl)methanol + NAD+ <=> 2-Naphthaldehyde + NADH + H+[R06927]; Chloral hydrate + NADH + H+ <=> Trichloroethanol + NAD+ + H2O[R07105]; Aldophosphamide + NADH + H+ <=> Alcophosphamide + NAD+[R08281]; 2-Phenyl-1,3-propanediol monocarbamate + NAD+ <=> 3-Carbamoyl-2-phenylpropionaldehyde + NADH + H+[R08306]; 4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one + NAD+ <=> 5-Phenyl-1,3-oxazinane-2,4-dione + NADH + H+[R08310]	-	-	-
cluster_1565	1181.919876493138	-0.79311862992806	1.0939601473167104	0.23761824738391563	0.3305270859197848	dispensable	S	N-terminal domain of oxidoreductase	NADPH:quinone reductase[1.6.5.5]	NADPH:quinone reductase[K00344]; prostaglandin reductase 3[K07119]	-	-	-	-	-
